Subject,Epoch,Train loss,Val Loss
AB11,1,0.11299208064337035,0.17116658232936804
AB11,2,0.08541642882533976,0.1429912189025555
AB11,3,0.07207401521705292,0.1432465945970852
AB11,4,0.0669659496763268,0.1385013334287623
AB11,5,0.06280089262369516,0.1541866675059673
AB11,6,0.06163277019922798,0.15091395228023619
AB11,7,0.05954754511649544,0.1407098097703612
AB11,8,0.058398893697036276,0.15409551689705295
AB11,9,0.05653999222291482,0.1539244451463869
AB11,10,0.05593709812776462,0.1500002534998473
AB11,11,0.05440185813082231,0.15616788092638897
AB11,12,0.05352195956417032,0.14583848685041562
AB11,13,0.05292943931511931,0.17303004170660208
AB11,14,0.052121160179376604,0.1524522487181893
AB11,15,0.05202428295805647,0.15662479010787755
AB11,16,0.05049480604561599,0.17407463151722963
AB11,17,0.051009857735118354,0.15932950837833976
AB11,18,0.05037891057294768,0.18019947768881733
AB11,19,0.049318818949364324,0.17032084166080005
AB11,20,0.048853579727379054,0.16227894348731217
AB11,21,0.04912720703192659,0.16654939902369087
AB11,22,0.04821812083592286,0.16668456709127843
AB11,23,0.048053021084617925,0.17042068499024987
AB11,24,0.047363922281845196,0.186232297506168
AB11,25,0.046898506501236475,0.1581595904109153
AB11,26,0.04677824629722415,0.16931706364170362
AB11,27,0.04652460902123838,0.15561408465651194
AB11,28,0.04603961029568234,0.17498230967239653
AB11,29,0.04605102752511566,0.16934825802194955
AB11,1,0.10985936860780458,0.1861663323957935
AB11,2,0.08038537572767283,0.15007615898358673
AB11,3,0.07062231686872406,0.16068868478375278
AB11,4,0.06565908044576645,0.16401961691338907
AB11,5,0.06346258243193498,0.16924789128440224
AB11,6,0.0607248497170371,0.15580593665853942
AB11,7,0.05954999518958298,0.15671870767423682
AB11,8,0.05783610440589286,0.13977480718427268
AB11,9,0.057028543042975506,0.18423484973917323
AB11,10,0.0547563047425167,0.15180291098827295
AB11,11,0.05401168572338852,0.16446287416244956
AB11,12,0.053614628254561814,0.15987636168556643
AB11,13,0.05220861253706185,0.1701732275561114
AB11,14,0.05145589368971618,0.1939389172100562
AB11,1,0.13087987493018846,0.16457944668536958
AB11,2,0.11160873698221671,0.1767860423342502
AB11,3,0.10239164631914448,0.177179003511517
AB11,4,0.09538290242891054,0.17179786053693985
AB11,5,0.08939936829579843,0.1601205875188851
AB11,6,0.08454443308952693,0.14950174360328222
AB11,7,0.08036470940789661,0.14742477562216935
AB11,8,0.07624928520337955,0.1426256750671824
AB11,9,0.07301760758902576,0.14295897873749663
AB11,10,0.07052610929350595,0.14591584861863496
AB11,11,0.06865971227352684,0.14525988030686113
AB11,12,0.06694145951722119,0.14783194404064623
AB11,13,0.065729600009886,0.14584320137077125
AB11,14,0.06445200463404527,0.14972349911281638
AB11,15,0.0635458468585401,0.1467408178189446
AB11,16,0.06280555217652707,0.14844775677096744
AB11,1,0.13103941328622198,0.16515851159356842
AB11,2,0.11083968185089729,0.1682838695046823
AB11,3,0.10100710738349605,0.16750231745829883
AB11,4,0.09324208050966262,0.15095083948517266
AB11,5,0.08605928163270693,0.1402747410316836
AB11,6,0.08109653018213607,0.13490394055881838
AB11,7,0.077481273702673,0.13333312951774945
AB11,8,0.07505355775356293,0.13524206011933237
AB11,9,0.0729067899488114,0.13659057184507348
AB11,10,0.07171055537623328,0.1372082598338073
AB11,11,0.0698942332654386,0.13608816416533895
AB11,12,0.06880157374449679,0.1394728412716996
AB11,13,0.06756888825345683,0.14007524439049038
AB11,14,0.0664724293794181,0.14407970829989977
AB11,15,0.06564307096036705,0.138234163992384
AB11,16,0.06506947484370824,0.14479964265161124
AB11,17,0.06422780858906539,0.14346157217567618
AB11,18,0.06401820384167337,0.1423837029402075
AB11,19,0.06306874651361156,0.14681170026825602
AB11,20,0.06232883716757233,0.14193238181154405
AB11,21,0.06222932036664035,0.14183316255865758
AB11,22,0.06147738451490531,0.1479355762770384
AB11,23,0.061098949450093344,0.14705003376796164
AB11,24,0.060563146282692215,0.14626450903044075
AB11,25,0.060368533774807644,0.14647005673320887
AB11,26,0.060075699235941915,0.1418266148067826
AB11,27,0.05936668531314747,0.15080596732691484
AB11,28,0.05911029694048134,0.14356217754827735
AB11,29,0.058818331360816954,0.1453794383747919
AB11,30,0.05837072808597539,0.15275555397557047
AB11,31,0.05797406064497458,0.14665459899697453
AB11,32,0.057743063407975276,0.14362236100810866
AB11,33,0.05749062946116602,0.14049140692588466
AB11,34,0.05714157972786878,0.14285299559470174
AB11,35,0.05689112088970236,0.14488199728537227
AB11,36,0.05657669203104199,0.1462450241131231
AB11,37,0.05623966376926448,0.14236754796483114
AB11,38,0.05596340975245914,0.14632224417118403
AB11,39,0.05584044712218078,0.14676551378143504
AB11,40,0.05531011707073934,0.13953660744673396
AB11,41,0.055356576394390414,0.138209993814403
AB11,42,0.054926804473271244,0.1453682591317006
AB11,43,0.054681661765317656,0.14369544421692093
AB11,44,0.05438113844877965,0.14291937577187985
AB11,45,0.05413798848922188,0.1390917957798878
AB11,46,0.05400328783167375,0.1466886019026322
AB11,47,0.0535906144291968,0.15150123694141912
AB11,48,0.053483078105224145,0.1469164654383559
AB11,49,0.05321202411039456,0.15093276971346922
AB11,50,0.053183420908612174,0.14373161379740504
AB11,1,0.13188207713333336,0.20709323667543977
AB11,2,0.09606698695066813,0.20366165783710408
AB11,3,0.08121971230249148,0.23375686023034126
AB11,4,0.07491482143869271,0.18564363071033038
AB11,5,0.07026156462930344,0.18125634084740452
AB11,6,0.06700145420995919,0.21802918251203604
AB11,7,0.06401780618203654,0.29182971095712473
AB11,8,0.061791151560641626,0.20816091050909571
AB11,9,0.05952226575967428,0.25450124349906916
AB11,10,0.05810885427368654,0.25509000248622055
AB11,1,0.29688093915984437,0.20408677608390485
AB11,2,0.09550555074537123,0.22665137687143833
AB11,3,0.07635663679322681,0.24421722958179976
AB11,4,0.06747999106710022,0.24715937471858127
AB11,5,0.06312760082451073,0.21825362402899576
AB11,6,0.058392031772716624,0.18475637759643893
AB11,1,0.10821974909788853,0.16628006876933135
AB11,2,0.07978832516315822,0.15434789527130643
AB11,3,0.06900873615129574,0.14822213863953948
AB11,4,0.06367915353259525,0.1566554337945836
AB11,5,0.06075053029769176,0.16407728460444185
AB11,6,0.05885433182120323,0.19584314328472108
AB11,7,0.05738930301489057,0.15940226879825214
AB11,1,0.10197887311916093,0.16344023906156296
AB11,2,0.0679589867591858,0.20148500805472463
AB11,3,0.06010805426819905,0.14540075918867384
AB11,4,0.055468594282865526,0.1823878410726416
AB11,5,0.051332568900810706,0.15656282992606352
AB11,6,0.04886856926856814,0.15242061282850586
AB11,7,0.046602790500666645,0.16849445482361908
AB11,8,0.04521645098119169,0.13907983662918488
AB11,9,0.04386223493194258,0.142300717919403
AB11,10,0.04272280678757139,0.14591769035328334
AB11,11,0.041136521523868715,0.13959774631556615
AB11,12,0.040259067573257395,0.14065177204021953
AB11,13,0.03923234149209551,0.12962747365621127
AB11,14,0.03808274136201755,0.1983318734290617
AB11,15,0.03782138615041166,0.1436322085224554
AB11,16,0.036947878258856565,0.131340522638499
AB11,17,0.03628491909318679,0.14505744007250587
AB11,18,0.03560550937781463,0.16895502164944515
AB11,19,0.03464524399589848,0.15637663564902599
AB11,20,0.03400631892318661,0.1662127388158259
AB11,21,0.03499933124796764,0.14431053451704984
AB11,22,0.034146246344253825,0.15219058884569436
AB11,23,0.033299399197504326,0.15022390862842175
AB11,24,0.03337062115000712,0.18496985854638726
AB11,25,0.03342703572801641,0.14270821364581093
AB11,26,0.03299038215867571,0.15780262550731644
AB11,27,0.03199777163162425,0.15589096379747291
AB11,28,0.03140537784107634,0.14264758898345523
AB11,29,0.030939425507912763,0.14202216240646673
AB11,30,0.030677835703701587,0.1514961565132753
AB11,31,0.030206464291424366,0.14297465998814096
AB11,32,0.030160105782183443,0.15254880566330828
AB11,33,0.030292932286455826,0.1439210354111904
AB11,34,0.030495057083867693,0.15975451769647842
AB11,35,0.029078930485490206,0.15894793278503055
AB11,36,0.029423025300776635,0.15229962158501764
AB11,37,0.029824064762608425,0.1546404617982878
AB11,38,0.028555067749442282,0.14499805776848773
AB11,39,0.028122244352424466,0.16042558657975237
AB11,40,0.02857369241883626,0.18264525101235338
AB11,41,0.028389684946553126,0.155625425729408
AB11,42,0.02781118085054127,0.15023394287198258
AB11,43,0.02722766591689071,0.15946050283541394
AB11,44,0.027201498370315578,0.14474598034131073
AB11,45,0.027998316227584273,0.1567932265928046
AB11,46,0.026888838989307752,0.1608399546763875
AB11,47,0.026647956467963554,0.17829126801557285
AB11,48,0.026640355521561326,0.1765460925896398
AB11,49,0.02613210668032234,0.16971043151445409
AB11,50,0.026435161084943527,0.16469621540081864
AB12,1,0.10687435228097182,0.1406901849793609
AB12,2,0.06899851386345202,0.135375022507188
AB12,3,0.060487382614644626,0.13112768418663603
AB12,4,0.05536036305530097,0.1241221970455213
AB12,5,0.05164269361925382,0.12188187447397715
AB12,6,0.049601900501437084,0.12136884192851456
AB12,7,0.04676155591764117,0.12933767076835714
AB12,8,0.04677947603606729,0.14415596260382285
AB12,9,0.04532039102407232,0.1316441752154126
AB12,10,0.04371111693802059,0.1303009793564508
AB12,11,0.04142701221249437,0.12691933457231658
AB12,12,0.04161143681455043,0.13009640892163257
AB12,13,0.04119521981325521,0.14110289053298236
AB12,14,0.03920418338509657,0.13421677372376012
AB12,15,0.03875956874621171,0.1435617854776369
AB12,16,0.03844992120459836,0.13575366768054664
AB12,17,0.03761880759710586,0.1423469486625188
AB12,18,0.037595727781374606,0.1485164460112256
AB12,19,0.03725810897766903,0.13453580535609613
AB12,20,0.036045493387807444,0.13476211421869017
AB12,21,0.03552946966061349,0.12957460340959104
AB12,22,0.03522282799765948,0.12501266240988942
AB12,23,0.03496606497754974,0.13883069122464142
AB12,24,0.03459701222437684,0.13628298209302805
AB12,25,0.03390662411167737,0.13227754654151133
AB12,26,0.03436401190977263,0.1361288118620657
